ARmaior,Sexo,Armenor,NomeMunic,0 a 5,5 a 10,10 a 15,15 a 20,20 a 25,25 a 30,30 a 35,35 a 40,40 a 45,45 a 50,50 a 55,55 a 60,60 a 65,65 a 70,70 a 75,75 a 80,80 a 85,85 a 90,90+,Total
SÃO PAULO,f,3540200,Pontal - SP,2375.969,2273.52,1954.473,1979.627,2110.907,2220.989,2334.183,2174.92,1738.162,1395.243,1208.749,1050.943,783.6177,589.2869,389.5509,271.8761,196.0688,122.9539,72.22372,25243.263019999995
SÃO PAULO,f,3540259,Pontalinda - SP,162.4782,161.9759,139.2431,140.2414,131.1524,162.3688,191.2149,177.1742,163.2523,133.2484,146.1243,110.9687,107.5732,85.37429,73.06737,46.72932,34.31112,16.46344,11.50879,2194.4701299999992
SÃO PAULO,f,3540309,Pontes Gestal - SP,73.32188,74.29906,80.28812,84.10003,87.01574,95.09906,87.10859,85.81847,96.94533,76.37379,96.87356,98.49144,73.61993,56.73506,54.86856,55.01033,20.9709,13.18969,9.522221,1319.6517609999999
SÃO PAULO,f,3540408,Populina - SP,114.4147,118.1409,122.7178,127.6219,112.0245,155.5566,135.209,156.5185,140.3737,140.858,131.7724,143.4219,151.6245,111.3646,76.71334,74.83581,58.6586,27.41038,17.92349,2117.16062
SÃO PAULO,f,3540507,Porangaba - SP,310.466,309.7239,310.0369,344.3264,331.673,331.1928,330.5799,315.5695,317.2896,316.4847,292.8615,306.6439,282.5093,248.3064,199.0278,138.0972,82.92258,39.91391,27.03713,4834.662420000001
SÃO PAULO,f,3540606,Porto Feliz - SP,1650.025,1653.709,1645.544,1703.241,1909.825,1889.246,2040.361,2143.64,1950.331,1706.235,1717.218,1659.143,1361.463,1000.79,832.419,532.4733,376.6904,234.6143,166.7176,26173.685600000004
SÃO PAULO,f,3540705,Porto Ferreira - SP,1750.005,1760.578,1702.413,1760.97,1893.956,2011.218,2218.749,2289.815,2080.884,1867.603,1802.254,1763.047,1510.86,1172.499,903.9318,681.9721,495.2228,289.4168,179.0339,28134.428399999997
SÃO PAULO,f,3540754,Potim - SP,911.3208,894.7321,839.8979,798.8973,863.8205,780.4382,805.4813,845.9872,712.0472,654.806,577.3786,524.8369,456.2495,298.9356,246.4242,153.6341,71.57135,46.06458,27.15792,10509.68125
SÃO PAULO,f,3540804,Potirendaba - SP,514.1616,532.7087,527.6126,552.8821,526.7611,635.9033,658.9753,681.3046,601.7879,535.1692,577.0897,583.2192,455.6791,382.0561,284.8879,220.5111,180.7448,105.6239,67.99291,8625.071110000003
SÃO PAULO,f,3540853,Pracinha - SP,63.84996,61.97743,60.08472,69.5717,59.64694,71.36557,65.94289,62.25912,55.50314,56.25606,42.97388,38.74343,42.21732,48.79658,29.78501,20.93527,12.532,7.68431,6.847093,876.972423
SÃO PAULO,f,3540903,Pradópolis - SP,870.3101,880.5859,775.0901,793.847,837.19,855.9642,983.4647,910.0036,839.4067,682.9961,619.0689,556.0232,482.7864,367.9892,264.8884,171.0659,109.7378,60.42322,36.03419,11096.875610000003
SÃO PAULO,f,3541000,Praia Grande - SP,12981.98,12759.65,11864.54,12320.19,13173.82,12738.03,13026.91,14358.73,13907.79,12194.09,11225.32,10882.93,10327.08,8756.938,6328.662,4101.25,2554.304,1286.02,857.4225,185645.65649999998
SÃO PAULO,f,3541059,Pratânia - SP,190.7173,185.1115,178.2354,205.9945,209.2089,194.8667,207.4869,200.6109,193.4439,185.5105,145.0065,139.0042,97.70307,96.10787,49.93219,37.11384,31.3975,17.52687,12.44224,2577.42078
SÃO PAULO,f,3541109,Presidente Alves - SP,126.9681,130.7003,138.5511,104.6131,144.9229,140.1249,162.1389,165.8746,161.3321,158.4448,132.4818,140.7935,125.6547,98.57005,75.84489,65.80044,37.91206,21.33521,22.80982,2154.8732700000005
SÃO PAULO,f,3541208,Presidente Bernardes - SP,282.5514,288.6805,308.2834,353.4021,394.0834,465.1081,448.8451,485.9645,457.3134,495.3796,542.5886,523.9403,457.4793,328.6513,312.7508,265.5276,148.9415,99.43651,84.34302,6743.2704300000005
SÃO PAULO,f,3541307,Presidente Epitácio - SP,1397.391,1424.398,1414.154,1496.772,1530.509,1575.119,1665.912,1697.687,1694.425,1534.131,1549.649,1453.887,1243.642,990.0181,727.7615,510.2709,340.7589,189.0975,121.3887,22556.971599999997
SÃO PAULO,f,3541406,Presidente Prudente - SP,6445.467,6633.536,6736.514,6987.436,7683.375,8100.975,8907.589,9023.908,8913.768,8373.979,8411.477,8037.018,6955.084,5675.125,4223.395,3021.673,2085.456,1212.779,797.3375,118225.89149999998
SÃO PAULO,f,3541505,Presidente Venceslau - SP,945.5238,991.8568,1040.491,1091.498,1213.321,1220.704,1348.662,1407.31,1456.075,1426.289,1436.713,1439.92,1202.083,1004.347,827.9986,521.438,392.3231,227.3344,160.598,19354.4857
SÃO PAULO,f,3541604,Promissão - SP,1394.68,1393.599,1407.968,1482.107,1434.055,1561.091,1521.334,1580.928,1525.75,1407.741,1347.013,1219.524,992.7844,774.739,649.8245,465.6161,319.8438,168.8994,102.8084,20750.3056
SÃO PAULO,f,3541653,Quadra - SP,134.6654,135.8603,138.684,116.6597,122.3027,115.407,129.0291,142.9224,122.8415,120.6338,120.2306,89.94029,87.07379,76.54241,49.29241,46.62343,20.97839,12.16713,9.107912,1790.9622620000002
SÃO PAULO,f,3541703,Quatá - SP,493.862,498.613,473.4598,488.4608,498.7673,516.8847,535.8704,536.7772,546.1415,473.5075,455.759,400.7138,348.9696,284.224,203.1531,164.8498,101.2096,55.74095,42.69258,7119.656630000001
SÃO PAULO,f,3541802,Queiroz - SP,134.3851,127.8395,130.2673,155.2069,140.4716,117.4576,116.1159,136.1467,124.8601,100.7682,78.66487,85.59991,68.28939,42.67756,42.3426,35.68885,17.58146,12.15197,7.639121,1674.1546309999999
SÃO PAULO,f,3541901,Queluz - SP,466.1207,436.2385,413.7172,506.9124,468.8556,487.1996,596.2255,540.3245,508.4221,429.9092,372.1179,341.0672,285.6477,217.3914,176.5908,110.9876,75.91659,54.18677,31.97555,6519.806810000002
SÃO PAULO,f,3542008,Quintana - SP,200.5212,204.7628,201.1984,200.2131,244.8638,233.4912,267.8511,269.7919,240.7227,244.7543,206.9891,178.1962,177.4161,146.1022,116.2664,103.5507,58.05555,32.83792,24.47444,3352.0591099999992
SÃO PAULO,f,3542107,Rafard - SP,292.4525,292.8505,289.4528,303.0939,330.7508,338.7105,395.5601,377.2581,331.8142,302.8494,303.9854,278.4911,218.921,172.6399,147.9799,106.3721,68.01654,53.67709,33.13241,4638.00824
SÃO PAULO,f,3542206,Rancharia - SP,822.1846,833.954,849.9087,954.2965,957.5193,1016.609,1062.155,1078.649,1068.005,1010.942,1142.4,1027.205,807.8359,673.1839,507.4599,448.3571,281.7799,166.2165,109.4655,14818.126799999998
SÃO PAULO,f,3542305,Redenção da Serra - SP,136.0034,131.4383,143.2821,118.234,148.0977,148.0261,123.9494,134.9147,126.2942,139.2427,118.8941,121.0926,100.1889,85.06367,71.69543,49.00102,33.97137,23.08537,14.20112,1966.67618
SÃO PAULO,f,3542404,Regente Feijó - SP,607.9323,626.062,616.7357,583.7385,696.9073,688.9076,748.045,765.0208,751.4053,673.6097,752.0578,697.5923,589.1527,452.4698,341.6797,271.2762,171.9115,103.5014,68.18619,10206.191790000003
SÃO PAULO,f,3542503,Reginópolis - SP,188.3905,192.2119,188.7268,213.2009,162.8735,194.1395,213.8053,234.7894,207.6147,198.8732,184.0588,161.2824,148.6887,136.3726,102.1475,97.09452,54.47859,31.0765,24.08669,2933.9120000000007
SÃO PAULO,f,3542602,Registro - SP,1811.993,1792.233,1794.592,1910.804,1977.293,1952.137,1958.37,2245.205,2228.081,2002.869,1859.463,1748.938,1392.44,1170.619,887.8595,651.1523,437.618,233.3904,191.0939,28246.151099999992
SÃO PAULO,f,3542701,Restinga - SP,344.7342,330.9177,304.342,314.1465,330.8583,325.5305,312.8762,291.5226,251.5686,226.9834,205.3003,207.0562,191.3139,108.6913,74.42324,58.85437,38.6688,20.56189,14.88296,3953.23296
SÃO PAULO,f,3542800,Ribeira - SP,125.5312,119.2303,109.9047,142.9036,111.9234,108.7102,114.4694,96.79306,103.8815,117.967,86.43893,96.73354,81.07021,71.5819,80.25061,48.69162,42.07192,18.05892,10.34101,1686.5530200000003
SÃO PAULO,f,3542909,Ribeirão Bonito - SP,514.254,508.9872,472.1507,486.3291,470.4856,501.033,556.2674,495.451,453.4196,429.9054,407.4478,330.832,280.7793,256.3062,195.5616,136.0808,89.92831,71.52848,48.15321,6704.9007
SÃO PAULO,f,3543006,Ribeirão Branco - SP,641.2714,588.0956,589.4968,626.5328,690.001,650.0979,580.0373,595.6194,579.5924,537.737,486.7264,438.159,313.3997,301.5601,236.208,152.5029,84.00182,45.75878,29.59928,8166.397580000001
SÃO PAULO,f,3543105,Ribeirão Corrente - SP,193.888,186.8522,187.3262,182.8475,183.5694,188.2181,172.3269,193.2953,138.2233,165.0195,119.0896,126.3176,107.0469,83.00869,64.69031,42.03179,28.99376,14.15967,6.541972,2383.4466919999995
SÃO PAULO,f,3543204,Ribeirão do Sul - SP,130.7727,133.113,133.3337,133.795,160.4821,156.1536,166.1206,162.1824,167.3585,150.9881,171.7727,139.5782,131.3445,113.9295,98.35529,66.8617,44.13419,25.31256,19.30683,2304.89517
SÃO PAULO,f,3543238,Ribeirão dos Índios - SP,54.69093,54.80418,54.0339,73.07009,83.05641,64.54116,80.74803,69.00761,84.11708,75.7407,91.21535,78.57044,82.19876,48.12486,46.38311,49.92225,27.99857,11.01809,10.06773,1139.30925
SÃO PAULO,f,3543253,Ribeirão Grande - SP,265.4,261.7034,259.2552,269.7907,295.0992,267.4223,265.9641,305.1748,267.4481,263.8963,262.3036,210.0715,166.0847,129.5831,124.5432,94.25162,66.99159,28.26997,14.18881,3817.4421899999998
SÃO PAULO,f,3543303,Ribeirão Pires - SP,3535.082,3645.267,3645.126,3921.22,4275.41,4347.482,4958.082,5142.393,5016.461,4633.648,4314.64,3919.618,3530.125,2868.899,2059.106,1237.516,782.8205,433.2633,323.4331,62589.591900000014
SÃO PAULO,f,3543402,Ribeirão Preto - SP,22060.5,22460.43,21478.06,23058.12,25546.82,28323.45,32431.91,32551.05,28751.37,24680.51,22710.55,22435.27,19942.0,16237.56,12460.56,8569.767,6124.369,3593.14,2700.433,376115.86900000006
SÃO PAULO,f,3543501,Riversul - SP,200.7253,197.0364,217.495,209.0378,206.5311,192.483,161.539,188.9444,193.5752,179.4661,179.6441,204.4048,183.254,153.6523,117.6722,94.69668,74.59422,34.64274,20.53105,3009.92539
SÃO PAULO,f,3543600,Rifaina - SP,102.5547,107.5537,119.947,114.1829,111.1975,122.6884,99.29847,141.7662,140.0372,117.6146,134.8227,115.4346,112.9389,85.77181,73.19085,51.9764,32.41303,20.92017,13.55331,1817.86244
SÃO PAULO,f,3543709,Rincão - SP,391.3093,384.7288,362.0579,380.689,390.6402,403.2846,406.4884,443.9396,367.2103,356.0125,342.2563,281.135,268.1578,200.4365,179.4311,116.415,85.20792,45.88659,37.67286,5442.95967
SÃO PAULO,f,3543808,Rinópolis - SP,280.6101,295.9452,322.9427,316.4487,291.508,313.9025,344.5243,328.6215,307.5311,333.8538,298.6927,330.8838,330.8636,245.2614,196.122,170.7268,127.4191,63.48678,54.82794,4954.172020000002
SÃO PAULO,f,3543907,Rio Claro - SP,6132.462,6218.833,5992.09,6273.885,7376.22,7792.547,8441.111,8816.713,8320.287,7316.858,6856.265,6574.579,5814.316,4563.101,3618.556,2522.397,1765.288,1083.632,818.9095,106298.04949999998
SÃO PAULO,f,3544004,Rio das Pedras - SP,1390.869,1387.582,1319.178,1329.287,1384.738,1339.198,1628.309,1568.231,1358.271,1200.18,1061.474,926.232,719.8646,593.807,425.1655,282.6446,182.4839,110.8549,66.70961,18275.07911
SÃO PAULO,f,3544103,Rio Grande da Serra - SP,1957.716,1910.247,1762.535,1924.93,2125.743,2076.46,2086.743,2223.204,2041.177,1863.208,1588.162,1341.67,1082.601,873.0975,554.3596,377.0609,238.5257,116.5176,64.27974,26208.237039999996
SÃO PAULO,f,3544202,Riolândia - SP,448.3614,439.4632,413.6068,380.906,386.5485,434.3829,471.7744,401.7302,378.5193,333.5624,305.0303,269.7973,223.8605,177.0365,169.6315,112.0795,68.19014,38.90928,29.21035,5482.60047
SÃO PAULO,f,3544251,Rosana - SP,462.2116,460.5678,494.3636,542.2879,628.4859,623.472,575.8285,576.027,589.3284,651.5208,669.0616,620.124,538.1224,421.7651,335.4658,221.3368,120.1865,48.77398,33.72179,8612.651469999999
SÃO PAULO,f,3544301,Roseira - SP,371.3257,370.966,359.3716,344.0111,370.1615,410.1748,398.8441,463.286,450.8602,341.1748,332.9762,296.048,295.0277,224.4643,139.4462,94.08074,42.96659,46.35181,27.24664,5378.78398
SÃO PAULO,f,3544400,Rubiácea - SP,108.9021,108.6794,104.3085,127.4825,95.27639,123.3047,135.5041,107.278,122.8334,95.01697,104.1242,85.52837,56.44467,46.5014,45.48278,32.9088,23.56564,10.3803,7.394552,1540.9167720000003
SÃO PAULO,f,3544509,Rubinéia - SP,69.83841,72.05456,82.3517,81.96745,95.69707,85.62152,109.0292,93.58613,109.464,95.30194,112.8703,125.1893,103.9246,97.33673,76.19493,53.92142,37.68587,17.96789,8.932965,1528.935985
SÃO PAULO,f,3544608,Sabino - SP,165.8868,171.0299,168.3093,165.0601,164.9511,197.3177,182.1275,192.5023,184.0678,181.5561,182.8695,168.2828,173.0812,130.0856,128.3245,84.02306,62.7585,37.67284,19.92955,2759.8361500000005
SÃO PAULO,f,3544707,Sagres - SP,73.31628,72.41988,76.126,84.00842,99.55415,86.69629,86.79761,82.47837,90.60491,87.21298,72.20917,62.27842,72.51695,72.50427,70.34886,30.81856,20.20813,14.18216,9.688359,1263.969769
SÃO PAULO,f,3544806,Sales - SP,182.8108,182.5779,157.0638,207.1384,179.271,205.9445,198.846,244.4634,201.6334,213.7913,205.4368,194.9946,189.5072,145.1865,118.2196,97.55819,49.12676,24.65599,15.34912,3013.57526
SÃO PAULO,f,3544905,Sales Oliveira - SP,351.8116,356.3511,363.0687,352.645,387.3455,450.9785,453.9811,506.3155,447.6275,404.1734,397.3117,354.823,350.0539,264.6755,201.0576,138.5865,91.16013,58.72679,46.54748,5977.240500000002
SÃO PAULO,f,3545001,Salesópolis - SP,605.8759,594.1927,569.7601,634.2242,635.2995,623.4169,622.3437,567.1305,592.8823,567.5528,534.6469,507.5219,420.1355,322.6159,268.1858,164.5293,131.7164,66.51316,47.88666,8476.43012
SÃO PAULO,f,3545100,Salmourão - SP,173.3955,173.472,168.138,180.0637,179.7145,205.2394,166.8553,172.0123,172.1639,173.5602,162.7427,136.3206,137.3831,109.7212,101.142,64.84374,46.07903,23.20366,19.09002,2565.14085
SÃO PAULO,f,3545159,Saltinho - SP,225.0048,235.9002,223.9749,263.4302,263.4416,318.2675,317.6618,351.5027,342.8016,277.7971,248.7691,248.932,222.1231,203.3284,164.1386,85.00224,61.58702,34.55286,24.29514,4112.5108599999985
SÃO PAULO,f,3545209,Salto - SP,3719.975,3679.782,3596.8,3828.671,4320.911,4581.681,5045.175,5001.416,4578.829,4067.137,4231.171,3969.666,3192.712,2418.645,1656.724,1155.233,811.0624,467.8397,331.4724,60654.9025
SÃO PAULO,f,3545308,Salto de Pirapora - SP,1561.896,1542.233,1535.092,1533.86,1715.83,1723.707,1737.49,1784.913,1656.703,1531.634,1428.224,1420.883,1251.739,956.9878,692.608,447.3129,326.1549,156.007,107.0267,23110.301300000003
SÃO PAULO,f,3545407,Salto Grande - SP,304.4815,304.0946,312.4633,320.3591,331.0848,310.2193,323.3646,327.7331,326.5478,329.1041,276.8495,298.1306,254.6335,234.1072,180.4518,135.3883,85.27317,53.65765,32.42731,4740.37123
SÃO PAULO,f,3545506,Sandovalina - SP,162.2226,155.9589,149.0257,133.3369,169.3436,167.9721,156.9243,140.345,150.1928,153.7625,134.2143,126.9543,96.09975,73.03541,49.85465,28.41834,28.64495,16.48582,6.749189,2099.5411090000002
SÃO PAULO,f,3545605,Santa Adélia - SP,480.6684,480.4698,466.4612,520.4666,564.0485,563.0383,571.2886,620.744,573.1146,480.1598,516.7013,432.8928,425.7255,350.6562,260.3698,189.9899,138.5652,81.36902,59.56591,7776.29543
SÃO PAULO,f,3545704,Santa Albertina - SP,145.3245,150.9503,147.5575,168.931,159.4185,200.2953,208.9033,197.6121,201.2045,202.6139,193.7458,181.2797,201.818,151.4984,130.6941,114.1317,61.8256,47.64653,32.50897,2897.9597000000003
SÃO PAULO,f,3545803,Santa Bárbara d'Oeste - SP,5294.015,5401.024,5333.903,5654.696,6300.886,7313.643,8007.418,8014.525,7134.52,6703.697,6834.993,6603.063,5896.968,4224.069,2905.059,1874.574,1370.306,794.4317,481.5044,96143.29509999999
SÃO PAULO,f,3546009,Santa Branca - SP,467.4034,470.9816,472.2162,502.2622,527.0148,491.3417,525.5746,533.8896,515.2265,525.7175,488.8556,476.2704,411.6201,320.0501,257.5802,172.0157,117.8403,61.74876,48.95306,7386.562320000001
SÃO PAULO,f,3546108,Santa Clara d'Oeste - SP,49.91259,50.3514,55.12929,52.92496,69.38915,67.69652,74.15205,66.1613,80.79357,64.75804,72.15524,71.5944,77.88468,61.7095,42.66019,29.59323,31.30538,11.5592,7.858078,1037.588768
SÃO PAULO,f,3546207,Santa Cruz da Conceição - SP,138.701,140.9929,143.0684,132.8648,159.2765,161.3644,157.2797,184.0543,144.1922,154.0159,134.618,150.3389,133.9076,93.7674,84.19668,59.18566,36.87675,21.28183,24.80016,2254.7830799999992
SÃO PAULO,f,3546256,Santa Cruz da Esperança - SP,80.09391,78.92886,79.82882,74.45393,79.81679,85.07844,80.10004,79.14254,85.81754,61.09152,61.65515,56.6483,54.78517,47.53702,38.80674,31.45773,18.85352,7.15355,6.737946,1107.987516
SÃO PAULO,f,3546306,Santa Cruz das Palmeiras - SP,1278.698,1243.608,1112.89,1230.264,1320.074,1421.972,1492.622,1377.503,1219.542,1019.078,985.322,911.9968,779.8986,604.9682,486.1833,322.1743,208.4524,111.747,87.02159,17214.015189999995
SÃO PAULO,f,3546405,Santa Cruz do Rio Pardo - SP,1527.673,1530.937,1562.682,1552.295,1620.956,1650.55,1774.501,1810.495,1643.218,1635.351,1524.06,1521.579,1327.244,1133.646,898.2535,627.1633,441.3375,267.0724,198.7535,24247.767200000002
SÃO PAULO,f,3546504,Santa Ernestina - SP,209.4394,205.5264,193.2539,196.0494,222.5788,246.5851,270.1381,250.1597,213.7256,171.2773,205.9996,162.628,126.1794,89.38585,73.02867,53.78407,38.13348,21.85473,13.83917,2963.566670000001
SÃO PAULO,f,3546603,Santa Fé do Sul - SP,806.9304,853.3791,886.9355,902.5909,1055.999,1126.893,1208.632,1241.526,1223.9,1181.562,1240.727,1120.347,1033.902,853.2125,717.0643,507.1108,353.0792,180.1255,123.0582,16616.9744
SÃO PAULO,f,3546702,Santa Gertrudes - SP,1190.224,1149.507,1049.363,1071.009,1240.434,1230.397,1244.235,1266.489,1157.646,961.5816,768.7419,623.0544,445.2286,385.7761,263.0749,192.487,113.1834,59.16647,46.09545,14457.693819999999
SÃO PAULO,f,3546801,Santa Isabel - SP,1938.993,1894.64,1842.68,1948.224,2135.799,2133.579,2233.182,2296.94,2143.512,1975.442,1943.091,1725.9,1503.646,1152.928,856.9127,539.8241,354.0252,195.0293,134.0698,28948.4171
SÃO PAULO,f,3546900,Santa Lúcia - SP,342.2609,334.7067,366.2999,281.4949,363.2491,349.7416,391.1447,332.0389,331.5242,295.4391,289.2224,232.753,193.8051,144.0978,133.4299,80.51166,67.3146,29.10416,16.86622,4575.00484
SÃO PAULO,f,3547007,Santa Maria da Serra - SP,255.9353,239.8064,239.7104,240.0875,241.7075,265.5998,261.4969,239.2366,180.1301,189.5256,174.5275,183.2862,124.5456,102.4823,71.3769,66.76992,38.91937,22.38488,13.5348,3151.0635700000007
SÃO PAULO,f,3547106,Santa Mercedes - SP,94.64381,93.36682,99.30945,120.6433,100.2585,96.5478,111.5329,113.1458,87.00878,104.0283,95.81726,92.30473,66.84197,60.74329,52.16844,44.70752,30.51109,20.19939,9.801726,1493.5808759999995
SÃO PAULO,f,3547205,Santana da Ponte Pensa - SP,29.14834,30.30846,42.61814,35.94278,39.31298,41.02105,56.64366,45.21024,44.40473,52.25906,65.12148,64.96442,56.1253,48.13949,47.07133,39.35285,22.85336,13.07125,8.193958,781.7628779999999
SÃO PAULO,f,3547304,Santana de Parnaíba - SP,5877.594,5748.99,5226.045,5613.27,5881.917,5886.492,6673.686,7001.823,6510.872,5606.207,4823.696,4319.384,3593.612,2686.966,1726.766,893.5003,603.8983,280.5107,223.953,79179.18230000001
SÃO PAULO,f,3547403,Santa Rita d'Oeste - SP,45.09083,46.9538,48.82453,65.56245,59.30339,85.31668,89.40903,99.0948,75.69135,89.63875,94.91195,90.03339,86.80629,92.30305,68.86086,63.08668,35.20722,19.10692,12.28691,1267.48888
SÃO PAULO,f,3547502,Santa Rita do Passa Quatro - SP,672.7718,704.5698,753.8681,720.6426,826.3195,859.7295,983.1731,965.0274,948.4058,944.0593,968.2005,1001.87,927.4207,776.8184,612.1908,491.3212,359.3462,232.8165,169.2551,13917.806300000006
SÃO PAULO,f,3547601,Santa Rosa de Viterbo - SP,840.8064,850.3295,851.9273,801.0265,953.1305,988.7121,1070.284,979.5494,924.9501,865.3323,896.9665,880.4888,753.13,541.5854,457.1029,331.4003,244.9893,142.4568,104.1347,13478.302799999998
SÃO PAULO,f,3547650,Santa Salete - SP,32.04335,32.97881,43.79845,42.40634,39.51396,45.22725,46.95051,52.79483,43.43751,60.68489,47.13589,50.13324,45.66806,47.79249,43.32597,20.09121,18.29399,8.297959,9.728737,730.303446
SÃO PAULO,f,3547700,Santo Anastácio - SP,542.2303,556.3217,600.495,598.8049,686.7038,725.7992,680.3211,698.3558,677.4957,738.0941,822.5114,774.0468,581.047,507.469,419.1676,355.7585,234.5043,141.1474,102.6628,10442.9364
SÃO PAULO,f,3547809,Santo André - SP,19310.55,19909.08,20237.48,21338.28,23532.12,24667.84,28190.33,29928.16,28461.19,26269.04,24796.24,23785.7,21104.43,17380.87,13495.6,9473.804,6916.367,3924.183,2850.217,365571.481
SÃO PAULO,f,3547908,Santo Antônio da Alegria - SP,218.593,223.2278,210.3672,217.1353,232.9092,236.9444,251.9258,239.2401,223.8677,190.0763,201.727,204.2052,183.7587,165.4169,122.4389,100.2247,54.47954,35.02964,29.11518,3340.68256
SÃO PAULO,f,3548005,Santo Antônio de Posse - SP,833.0068,833.1774,835.9071,809.1826,894.8441,902.4683,959.5917,913.5765,863.4127,770.4543,726.4391,633.286,547.6214,416.9956,288.5541,226.8971,140.5113,78.7988,58.30585,11733.030750000002
SÃO PAULO,f,3548054,Santo Antônio do Aracanguá - SP,250.6004,254.3334,271.3533,255.6366,296.0972,297.9853,326.8306,301.3495,322.7612,330.5128,289.2798,268.8218,206.5498,170.5627,131.9243,76.26881,63.76542,25.8729,20.88484,4161.390670000001
SÃO PAULO,f,3548104,Santo Antônio do Jardim - SP,163.7026,162.6552,166.0753,206.1482,183.8798,188.333,221.0423,224.6914,225.5879,209.0024,195.2239,191.4067,167.5342,154.4314,102.4334,84.06293,59.42531,31.95969,21.29435,2958.8899800000004
SÃO PAULO,f,3548203,Santo Antônio do Pinhal - SP,213.4817,208.119,213.56,250.407,256.9338,246.2033,244.233,240.9944,238.5031,220.5179,232.228,228.0839,190.0741,107.9823,102.842,92.39893,56.80659,33.70473,19.25125,3396.325
SÃO PAULO,f,3548302,Santo Expedito - SP,84.57314,84.62518,97.35603,96.64591,93.31355,111.1189,98.63826,86.68351,104.4186,96.43177,128.1073,97.48887,76.75994,81.11323,57.39337,61.79701,33.58993,15.55778,12.02528,1517.6375600000001
